name,description,voting,duration,view,status,genre,director,country,follower,quality,rating,studio,season,year,type
Nekogami Yaoyorozu,"Nekogami, câu chuyện của thần mèo Mayu sống chung với Koyama Yuzu và câu chuyện thường ngày của họ cùng những vị thần khác.",0.88,12 tập,40157,Trọn bộ,"['Seinen', 'Slice of Life', 'Supernatural', 'Comedy']",Sakurai Hiroaki,Nhật Bản,43,HD,PG-13 - Teens 13 tuổi trở lên,AIC PLUS+,Mùa Hạ,2011,Anime bộ
Gương Mặt Dối Trá,"Đối mặt với hoàn cảnh tương lai không thể lường trước, nhìn từng thành luỹ nhô lên, lưu dân bình thường chỉ có thể mưu sinh ở thị trấn ngoài thành luỹ, mong mỏi có ngày được vào, nữ chính Nhậm Tiểu Túc cũng là một trong số đó. Nhậm Tiểu Túc, Nhan Lục Nguyên, dựa vào ý chí kiên cường từng bước đi về phía trước, tìm kiếm cơ hội sinh tồn. Thông qua hấp thụ năng lượng tích cực, từng bước vùng lên, thay đổi thế giới này.",0.68,16 tập,57599,Trọn bộ,"['Romance', 'Psychological', 'Drama']",Đang cập nhật,Trung Quốc,59,HD,PG-13 - Teens 13 tuổi trở lên,Painted Edge,Mùa Xuân,2022,Anime bộ
Thiếu Niên Ca Hành Phần 2,Phần 2 của Thiếu Niên Ca Hành,0.91,33 tập,1567546,Trọn bộ,"['Adventure', 'Historical', 'Mystery', 'Martial Arts', 'Action']",Đang cập nhật,Trung Quốc,1618,HD,Đang cập nhật,CG Year,Mùa Hạ,2021,Anime bộ
Khổng Minh Thích Tiệc Tùng,"Định mệnh và sự luân hồi đưa nhà chiến lược quân sự xuất sắc, Khổng Minh, từ Trung Quốc cổ đại, thời chiến tranh trở thành điểm nóng tiệc tùng hiện đại của Nhật Bản ở thành phố Shibuya, Tokyo. Sau một đời chinh chiến và giao tranh quân sự, Khổng Minh mong ước bằng hơi thở cuối cùng được tái sinh trong một thế giới hòa bình và thịnh vượng. Đã gần hai thiên niên kỷ sau đó và anh ấy đang tìm đường đến một thế giới rất khác so với kiếp trước của mình. Khi anh gặp Eiko, một nhạc sĩ nghiệp dư với những ước mơ lớn lao, bộ đôi không tưởng đã có một tình bạn thậm chí còn khó hơn. Eiko có trí thông minh trên đường phố để giúp Khổng Minh điều hướng thế giới mới lạ lùng này và Khổng Minh sẽ sử dụng đầu óc chiến lược của mình để giúp Eiko đạt được ngôi sao!",0.95,12 tập,1425432,Trọn bộ,"['Slice of Life', 'Supernatural', 'Drama', 'Comedy', 'Music']",Honma Osamu,Nhật Bản,2495,HD,PG-13 - Teens 13 tuổi trở lên,P.A. Works,Mùa Xuân,2022,Anime bộ
Cách Sống Của Thiếu Nữ Hành Quyết,"Trên ​thế giới này, có những người được gọi là Lạc Nhân - những người đến từ một thế giới khác gọi là Nhật Bản. Lạc Nhân chính là nguyên nhân gây ra những thảm họa lớn trong quá khứ nên khi bị phát hiện thì sẽ bị giết bởi Đao Phủ. Menou, một Đao Phủ đã gặp một Lạc Nhân tên là Akari, Menou sau đó đã giết cô ấy. Tuy nhiên, Akari sống lại và không nhớ gì về việc mình bị giết, thế là Menou vừa phải đồng hành với Akari, vừa phải tìm cách để có thể giết được cô.",0.69,12 tập,371996,Trọn bộ,"['Fantasy', 'Adventure', 'Action']",Kawasaki Yoshiki,Nhật Bản,677,HD,PG-13 - Teens 13 tuổi trở lên,J.C.Staff,Mùa Xuân,2022,Anime bộ
"Nhà Khoa Học Rơi Vào Lưới Tình, Thử Giải Mã Nào Mùa 2",Mùa 2 của Rikei ga Koi ni Ochita no de Shoumei shitemita.,0.97,12 tập,471463,Trọn bộ,"['Romance', 'Comedy']",Kitahata Tooru,Nhật Bản,802,HD,PG-13 - Teens 13 tuổi trở lên,Zero-G,Mùa Xuân,2022,Anime bộ
Chẳng Thể Lý Giải Nổi Aharen-san,"Reina Aharen, một sinh viên nhỏ nhắn và dễ thương với giọng nói trầm ổn, khá tệ trong việc xác định khoảng cách và không gian cá nhân. Đôi khi cô ấy cách xa khuôn mặt của bạn vài inch, và những lúc khác, lại quá xa! Người duy nhất cố gắng hiểu những trò hề của cô ấy là Raidou Matsuboshi, người ngồi cạnh cô ấy trong lớp. Anh ta có một khuôn mặt đầy đe dọa, nhưng thực tế, anh ta là một cậu bé tốt bụng với trí tưởng tượng có thể hoạt động mạnh mẽ đôi khi.Aharen-san wa Hakarenai theo sau cặp đôi kỳ lạ khi tình bạn kỳ quặc của họ bắt đầu nảy nở khi Raidou nhặt cục tẩy của Aharen cho cô ấy. Cô ấy hiểu sai cử chỉ của anh ấy và bây giờ tin rằng họ là bạn tốt nhất, cho thấy những điều đơn giản nhất có thể trở thành phức tạp nhất trong những thử thách đối với họ.",0.97,12 tập,1190604,Trọn bộ,"['Shounen', 'School', 'Slice of Life', 'Comedy']",Yamamoto Yasutaka,Nhật Bản,2240,HD,PG-13 - Teens 13 tuổi trở lên,Felix Film,Mùa Xuân,2022,Anime bộ
Spriggan,"Một nền văn minh vĩ đại đã từng tồn tại trên Trái đất này. Sở hữu kiến ​​thức và năng lực khoa học vượt xa con người hiện đại, những di tích của nền văn minh cổ đại này vẫn còn ẩn giấu trên khắp thế giới này cho đến tận bây giờ. Khi mạng lưới thông tin liên lạc tốc độ cao bao phủ toàn cầu và sự quan sát của các vệ tinh có thể phơi bày mọi bí mật, quân đội của các quốc gia lớn lao vào nhau khi họ tìm cách khám phá và nghiên cứu những hiện vật này, vốn sở hữu một ""sức mạnh"" khó lường. Một thành viên của nền văn minh cổ đại này đã khắc lên đĩa một thông điệp: ""Hãy bảo vệ di tích của chúng ta khỏi những kẻ xấu xa."" Mang thông điệp này vào lòng, một tổ chức có mục đích phong ấn nền văn minh cổ đại này cho tốt. Những mật vụ ưu tú của tổ chức này được biết đến với cái tên ... Spriggans.",0.92,06 tập,139682,Trọn bộ,"['Shounen', 'Sci-Fi', 'Adventure', 'Military', 'Action']",Kobayashi Hiroshi,Nhật Bản,241,HD,PG-13 - Teens 13 tuổi trở lên,David Production,Mùa Xuân,2022,Anime bộ
Hakozume: Tatakau! Koban Joshi Live Action,Phần Live Action của Hakozume: Tatakau! Koban Joshi,0.45,09 tập,14476,Trọn bộ,"['Seinen', 'Slice of Life', 'Police', 'Comedy']",Sugawara Shintaro,Nhật Bản,7,HD,PG-13 - Teens 13 tuổi trở lên,Đang cập nhật,,,Anime bộ
Thế Giới Otome Game Thật Khắc Nghiệt Với Nhân Vật Quần Chúng,"Nhân viên văn phòng Leon được tái sinh vào một trò chơi điện tử hẹn hò, nơi phụ nữ ngự trị tối cao và chỉ những người đàn ông đẹp mới có chỗ ngồi trên bàn. Nhưng Leon có một vũ khí bí mật: anh ta nhớ lại tất cả mọi thứ từ tiền kiếp của mình, bao gồm một màn chơi hoàn chỉnh của chính trò chơi mà anh ta hiện đang bị mắc kẹt. Liệu Leon có thể châm ngòi cho một cuộc cách mạng để thay đổi trật tự thế giới mới này không?",0.93,12 tập,3646711,Trọn bộ,"['School', 'Romance', 'Harem', 'Fantasy']",Miura Kazuya,Nhật Bản,6677,HD,PG-13 - Teens 13 tuổi trở lên,ENGI,Mùa Xuân,2022,Anime bộ
Healer Girl,"Câu chuyện sẽ theo chân bốn cô gái tìm cách sử dụng các bài hát của họ để chữa lành và xoa dịu mọi người trong thế giới của họ. Khẩu hiệu có nội dung: ""Những bài hát tốt bụng, mạnh mẽ đã chữa lành thế giới. Đây là những phép màu tuyệt đẹp được nhân loại hát lên.",0.98,12 tập,60043,Trọn bộ,['Music'],Irie Yasuhiro,Nhật Bản,81,HD,PG-13 - Teens 13 tuổi trở lên,Studio 3Hz,Mùa Xuân,2022,Anime bộ
Tôi Từ Bỏ Tư Cách Là Một Anh Hùng,"Sau khi cứu nhân loại khỏi Quỷ vương, Leo Demonhart không có được vị thế của một anh hùng.Thay vào đó, anh ta bị coi với sự nghi ngờ và thù địch bởi những người anh ta đã chiến đấu để bảo vệ. Bị đối xử như một pariah không còn nơi nào khác để quay đầu, Leo bị đày ải tìm kiếm một vị trí trong quân đội của kẻ thù cũ của mình! Nhưng quân đội không còn như trước khi thất bại dưới tay Leo, vì vậy để duy trì vị trí mới của mình, Leo phải đưa lực lượng trở lại trạng thái chiến đấu.",0.93,12 tập,1844718,Trọn bộ,"['Fantasy', 'Comedy', 'Adventure', 'Action']",Nobuta Yuu,Nhật Bản,3392,HD,PG-13 - Teens 13 tuổi trở lên,EMT Squared,Mùa Xuân,2022,Anime bộ
Tomodachi Game,"Học sinh trung học Katagiri Yuichi, người coi trọng tình bạn hơn tất cả, thích một cuộc sống viên mãn với những người bạn thân của mình là Sawagiri Shiho, Mikasa Tenji, Shibe Makoto và Kokorogi Yutori.Tuy nhiên, sau một sự cố cụ thể, họ bị lôi vào một trò chơi trả nợ.Cách duy nhất để đánh bại ""Tomodachi Game"" là không nghi ngờ bạn bè của họ. Gắn kết với nhau bằng tình bạn vững chắc, trò chơi lẽ ra phải dễ dàng, nhưng– Họ sẽ tin tưởng hay phản bội những người bạn đáng quý của họ? Bản chất thật sự của con người được phơi bày trong trò chơi tâm lý cuối cùng!",0.97,12 tập,1186114,Trọn bộ,"['Shounen', 'Psychological', 'Game']",Ogura Hirofumi,Nhật Bản,2160,HD,R - 17+ (bạo lực và tục tĩu),Okuruto Noboru,Mùa Xuân,2022,Anime bộ
Đại Ma Vương Mạnh Nhất Lịch Sử Chuyển Sinh Thành Dân Làng A,"Là thực thể mạnh mẽ nhất mọi thời đại, Ma Vương Varvatos cho rằng cuộc sống của mình thật nhàm chán. Sau khi cân nhắc vấn đề và đi đến quyết định tái sinh, cậu đã chủ động điều chỉnh cho sức mạnh ma thuật của mình nằm tuyệt đối ở mức trung bình. Song không có cách nào cậu có thể biết rằng tất cả mọi người trong thế giới hiện đại lại yếu đuối một cách thảm hại, điều đó có nghĩa là cậu sẽ lại bá đạo trên từng hạt gạo thêm một lần nữa! Tái sinh dưới cái tên Ard, cậu được cơ số phụ nữ theo đuổi, gia đình hoàng gia cầu xin để trở thành hoàng đế kế nhiệm và bị một cựu tay sai khăng khăng đòi giết?! Nhưng Ard có một động lực lớn lao và cậu sẽ không dừng lại vì bất cứ điều gì để đạt được mục tiêu cuối cùng của mình!",0.88,12 tập,2193546,Trọn bộ,"['School', 'Fantasy', 'Action']",Minato Mirai,Nhật Bản,4319,HD,PG-13 - Teens 13 tuổi trở lên,"SILVER LINK., Blade",Mùa Xuân,2022,Anime bộ
Bất Động Sản RPG,"Câu chuyện bắt đầu 15 năm sau khi quỷ vương bị đánh bại và thế giới đã trở nên hòa bình. Kotone, người đã tốt nghiệp ra trường và trở thành một pháp sư, hỏi về Bất động sản RPG trực thuộc vương quốc để tìm một ngôi nhà mới. Trên thực tế, RPG Real Estate là nơi làm việc của Kotone, và cùng với Fa, một á nhân, linh mục Rufuria và người lính Rakira, họ hỗ trợ tìm kiếm nhà mới cho những khách hàng có hoàn cảnh khác nhau.",0.96,12 tập,130581,Trọn bộ,"['Slice of Life', 'Fantasy', 'Comedy']",Koshida Tomoaki,Nhật Bản,192,HD,PG-13 - Teens 13 tuổi trở lên,Doga Kobo,Mùa Xuân,2022,Anime bộ
Deaimon,"Nagomu Irino trở về quê hương ở Kyoto lần đầu tiên sau mười năm khi cha anh phải nhập viện. Nagomu háo hức tiếp quản Ryokushou, cửa hàng bánh ngọt Nhật Bản của gia đình, nhưng thay vào đó, anh được yêu cầu làm cha cho Itsuka Yukihira, cô gái mà mọi người gọi là người kế vị.",0.96,12 tập,178135,Trọn bộ,"['Seinen', 'Slice of Life']",Oizaki Fumitoshi,Nhật Bản,303,HD,PG-13 - Teens 13 tuổi trở lên,Encourage Films,Mùa Xuân,2022,Anime bộ
Komi không thể giao tiếp Mùa 2,Komi hẹn gặp mọi người vào tháng 4! Nhớ đến ủng hộ nhé.,0.95,12 tập,2316531,Trọn bộ,"['Shounen', 'School', 'Slice of Life', 'Drama', 'Comedy']",Watanabe Ayumu,Nhật Bản,3968,HD,PG-13 - Teens 13 tuổi trở lên,OLM,Mùa Xuân,2022,Anime bộ
Shachiku-san wa Youjo Yuurei ni Iyasaretai.,"Một cô gái ma nhỏ lo lắng khi cô Fushihara, một nô lệ của công ty, đang làm việc đến nửa đêm và cố gắng bắt cô ấy về nhà. Trong khi nói ""Đi ngay đi ~"", cô gái ma giúp và mang đến cho cô những thứ giải khát, chữa lành trái tim của cô Fushihara bằng sự quý giá của cô. Được chữa lành bằng cuộc sống hàng ngày ấm áp của con ma nhỏ dễ thương và nô lệ của công ty, cô Fushihara.",0.96,12 tập,159731,Trọn bộ,"['Slice of Life', 'Supernatural', 'Comedy']",Nanbara Kuu,Nhật Bản,313,HD,PG-13 - Teens 13 tuổi trở lên,Project No.9,Mùa Xuân,2022,Anime bộ
Trở Thành Nữ Chính! Cô Gái Nhà Quê Và Công Việc Bí Mật,"Hiyori Suzumi, người rời quê nhà để tiếp tục theo đuổi đam mê điền kinh, đăng ký vào trường trung học Sakuragaoka, Tokyo. Khi tìm kiếm một công việc bán thời gian, Hiyori cuối cùng trở thành người quản lý tập sự cho các bạn cùng lớp của cô là Yuujirou Someya và Aizou Shibasaki, họ là thành viên của nhóm nhạc thần tượng LIPxLIP. Câu chuyện kể về những cuộc đấu tranh mà Hiyori phải đối mặt với trường học, các hoạt động ngoại khóa và công việc quản lý của cô ấy, cũng như nhóm nhạc thần tượng LIPxLIP khi họ biểu diễn trên sân khấu.",0.95,12 tập,388928,Trọn bộ,"['School', 'Romance', 'Drama', 'Comedy']",Hashimoto Noriko,Nhật Bản,817,HD,PG-13 - Teens 13 tuổi trở lên,Lay-duce,Mùa Xuân,2022,Anime bộ
Hiệp Sĩ Xương Trên Đường Du Hành Đến Thế Giới Khác,"Một ngày nọ, một game thủ chơi game cho đến khi anh ta ngủ thiếp đi… và khi anh ta tỉnh dậy, anh ta thấy mình đang ở trong thế giới games – và nhập vào một bộ xương! Được trang bị vũ khí và áo giáp mạnh mẽ như avatar  của mình nhưng bị mắc kẹt với ngoại hình bộ xương đáng sợ, Arc phải tìm một chỗ đứng cho mình trong vùng đất mới lạ này. Tất cả hy vọng của anh ta về một cuộc sống yên tĩnh bị tiêu tan khi anh ta vượt qua con đường với một chiến binh yêu tinh xinh đẹp, đưa anh ta vào một cuộc hành trình đầy máu và nước mắt.",0.94,12 tập,1804202,Trọn bộ,"['Fantasy', 'Comedy', 'Adventure', 'Action']",Ono Katsumi,Nhật Bản,3192,HD,R - 17+ (bạo lực và tục tĩu),"Studio Kai, HORNETS",Mùa Xuân,2022,Anime bộ
Date A Live IV,Phần 4 của Date A Live. nè!,0.95,12 tập,2623845,Trọn bộ,"['Sci-Fi', 'School', 'Romance', 'Harem', 'Comedy', 'Mecha']",Nakagawa Jun,Nhật Bản,4821,HD,R - 17+ (bạo lực và tục tĩu),GEEK TOYS,Mùa Xuân,2022,Anime bộ
Tình Yêu Sau Khi Chinh Phục Thế Giới,"Trong mắt công chúng, Fudou Aikawa và Desumi Magahara là kẻ thù không đội trời chung. Fudou, còn được gọi là ""Red Gelato,"" là thủ lĩnh của biệt đội anh hùng ""Gelato 5,"" với sứ mệnh mang lại hòa bình thế giới. Mặt khác, Desumi là thủ lĩnh tay sai của ""Gecko"", một tổ chức phản diện đang tìm cách thống trị thế giới. Tuy nhiên, bất chấp những khác biệt này, mối quan hệ của họ không hoàn toàn như ý muốn. Khi họ không tỏ ra lấn át nhau, Desumi và Fudou tiếp tục theo đuổi một tình yêu bị ngăn cấm.Hẹn hò, nướng đồ ngọt cho nhau và gặp nhau thường xuyên bất chấp lịch trình bận rộn, hai cặp đôi uyên ương thiếu kinh nghiệm đã mở đường cho mối quan hệ độc đáo của riêng họ. Mặc dù cuộc sống công khai của họ cách xa nhau, Fudou và Desumi sẽ không dừng lại ở đó để biến mối tình lãng mạn dường như không thể của họ thành công.",0.97,12 tập,542171,Trọn bộ,"['Shounen', 'Romance', 'Ecchi', 'Comedy', 'Magic', 'Action']",Iwata Kazuya,Nhật Bản,969,HD,PG-13 - Teens 13 tuổi trở lên,Project No.9,Mùa Xuân,2022,Anime bộ
Kaguya-sama: Cuộc Chiến Tỏ Tình - Ultra Romantic,"Xin chú ý, này là mùa 3 của Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen.",0.98,13 tập,2034718,Trọn bộ,"['Seinen', 'School', 'Romance', 'Psychological', 'Comedy']",Omata Shinichi,Nhật Bản,3030,HD,PG-13 - Teens 13 tuổi trở lên,A-1 Pictures,Mùa Xuân,2022,Anime bộ
Cue!,Công ty quản lý tài năng lồng tiếng hoàn toàn mới AiRBLUE không có chuyên gia dày dạn kinh nghiệm hay ngôi sao nổi tiếng. Những gì nó có là một nhóm nữ diễn viên lồng tiếng thực tập sinh có chủ nghĩa cá nhân và cá tính tỏa sáng nhờ sự thiếu kinh nghiệm của họ. Mỗi người đang tìm cách để khai thác tài năng của mình và biến ước mơ của mình thành hiện thực!,0.94,24 tập,86438,Trọn bộ,['Music'],Katagai Shin,Nhật Bản,103,HD,PG-13 - Teens 13 tuổi trở lên,"Yumeta Company, Graphinica",Mùa Đông,2022,Anime bộ
Love Live! Hội Yêu Thích Idol Học Đường Học Viện Nijigasaki Mùa 2,Mùa 2 của Love Live! Nijigasaki Gakuen School Idol Doukoukai.,0.96,13 tập,76293,Trọn bộ,"['School', 'Slice of Life', 'Music']",Tomoyuki Kawamura,Nhật Bản,87,HD,PG-13 - Teens 13 tuổi trở lên,Sunrise,Mùa Xuân,2022,Anime bộ
Spy x Family,"Mỗi người đều có một phần bí mật của mình mà họ không thể cho ai khác biết.Vào thời điểm mà tất cả các quốc gia trên thế giới đang tham gia vào một cuộc chiến tranh thông tin khốc liệt xảy ra sau những cánh cửa đóng kín, Ostania và Westalis đã ở trong tình trạng chiến tranh lạnh với nhau trong nhiều thập kỷ.Bộ phận Tập trung vào phía Đông của Dịch vụ Tình báo Westalis (WISE) cử điệp viên tài năng nhất của họ, ""Twilight"", theo mật vụ tối mật để điều tra các chuyển động của Donovan Desmond, chủ tịch Đảng Thống nhất Quốc gia của Ostania, người đang đe dọa các nỗ lực hòa bình giữa hai quốc gia.Nhiệm vụ này được gọi là ""Chiến dịch Strix.""Nó bao gồm ""tập hợp một gia đình trong một tuần để xâm nhập vào các cuộc tụ họp xã hội được tổ chức bởi ngôi trường ưu tú mà con trai Desmond theo học.""""Twilight"" lấy nhân dạng của bác sĩ tâm thần Loid Forger và bắt đầu tìm kiếm các thành viên trong gia đình. Nhưng Anya, cô con gái mà anh nhận nuôi, hóa ra lại có khả năng đọc được suy nghĩ của mọi người, trong khi vợ anh Yor lại là một sát thủ! Vì lợi ích riêng mỗi người đều giữ kín những bí mật này, họ bắt đầu sống cùng nhau và không để lộ danh tính thật của mình với nhau.Hòa bình thế giới giờ đây nằm trong tay của gia đình mới này khi họ dấn thân vào một cuộc phiêu lưu đầy bất ngờ.",0.98,12 tập,4523604,Trọn bộ,"['Shounen', 'Comedy', 'Action']",Furuhashi Kazuhiro,Nhật Bản,6340,FHD,PG-13 - Teens 13 tuổi trở lên,"Wit Studio, CloverWorks",Mùa Xuân,2022,Anime bộ
Thanh Xuân Trên Yên Ngựa,"Câu chuyện kể về ba cậu bé 15 tuổi đến học viện đua ngựa danh tiếng để trở thành những tay đua ngựa. Học viện ba năm khó đầu vào hơn hầu hết các trường từ 10 đến 20 lần, và bất cứ ai muốn vào học phải vượt qua bài kiểm tra về học lực, thể chất và thể lực.Trước đây là thành viên của một nhóm nhạc thần tượng giành được sự hâm mộ và nổi tiếng, Yuu Arimura bắt đầu đáp ứng những gì trái tim mình mong muốn sau khi say mê đua ngựa. Lớn lên trên một hòn đảo, Shun Kanami luôn khao khát được cưỡi ngựa. Amane Grace sinh ra ở Anh và bị lạc trên con đường mà cha mẹ đã định sẵn cho mình, nhưng anh vẫn tiếp tục ước mơ của mình.",0.95,13 tập,100182,Trọn bộ,['Sports'],Katou Makoto,Nhật Bản,155,HD,PG-13 - Teens 13 tuổi trở lên,Lay-duce,Mùa Xuân,2022,Anime bộ
Build Divide: Code White,Mùa 2 của Build Divide.,0.94,12 tập,132410,Trọn bộ,"['Game', 'Fantasy']",Komada Yuki,Nhật Bản,146,HD,PG-13 - Teens 13 tuổi trở lên,LIDENFILMS,Mùa Xuân,2022,Anime bộ
Người Chữa Lành Rắc Rối,"Một bộ phim hài phiêu lưu và giả tưởng có sự tham gia của Karla, một giáo sĩ yêu tinh đen tối đã đầu tư quá nhiều vào các kỹ năng xúc phạm của mình, và Alvin, một kiếm sĩ phải bày ra những trò hề của mình.",0.85,12 tập,69896,Trọn bộ,"['Fantasy', 'Comedy', 'Adventure', 'Action']",Nakanishi Nobuaki,Nhật Bản,114,HD,PG-13 - Teens 13 tuổi trở lên,Jumondo,Mùa Xuân,2022,Anime bộ
Pokemon Legends Arceus: Yuki Hodo Kishi Futaai,"Câu chuyện kể về câu chuyện của một cậu bé tên Akio và cuộc gặp gỡ của cậu với một Hisuian Zorua. Khi anh còn nhỏ, cha của Akio đã dạy anh rằng con người và Pokémon không thể sống cùng nhau. Nhưng những tương tác của Akio với Zorua có thể mang lại một bài học khác.",0.97,03 tập,96845,Trọn bộ,"['Fantasy', 'Adventure', 'Action']",Yamamoto Ken,Nhật Bản,27,HD,PG - Trẻ em,Wit Studio,Mùa Xuân,2022,Anime bộ
Lễ Cầu Siêu Của Vua Hoa Hồng,"Vương miện của nước Anh đã được tranh cãi gay gắt trong suốt lịch sử, và vào thời Trung cổ, một loạt các cuộc nội chiến lớn được gọi là Chiến tranh Hoa hồng. Đòi quyền lên ngôi, Công tước xứ York tìm cách lật tẩy Vua Henry VI và người thừa kế của ông để tự mình trở thành vua.Vào một ngày đen tối với nhiều điềm xấu, Công tước sinh được một đứa con trai: Richard Plantagenet, thứ ba trong tên của ông. Không phải nam cũng không nữ, thay vào đó sở hữu những đặc điểm của cả hai giới, Richard III ngay lập tức bị mẹ của mình chê bai. Lòng căm thù của cô định nghĩa thời thơ ấu của anh, dẫn đến sự ghê tởm sâu sắc đối với cơ thể của chính anh và phản ứng ngược khi bị gọi là một con quỷ.Richard lớn lên và gặp rắc rối bởi những hình ảnh về kẻ thù cũ của nước Anh, Joan of Arc, người đã chế nhạo rằng anh ta sẽ mang lại sự hủy hoại cho tất cả những ai biết anh ta. Anh tin rằng anh có thể đạt được sự cứu rỗi bằng cách giúp cha mình đạt được định mệnh trở thành vua. Tuy nhiên, bị nguyền rủa bởi sự kỳ vọng của cả mẹ anh và Joan, liệu hành động của Richard có kéo gia đình anh chìm vào bóng tối?",0.86,24 tập,104791,Trọn bộ,"['Shoujo', 'Supernatural', 'Drama', 'Historical', 'Action']",Suzuki Kentarou,Nhật Bản,119,HD,PG-13 - Teens 13 tuổi trở lên,J.C.Staff,Mùa Đông,2022,Anime bộ
WIXOSS Diva(A)Live,"Bộ phim xoay quanh câu chuyện thẻ bài ""Wixoss"" để dịch chuyển đến không gian ảo ""Wixossland"", thứ đang ngày càng trở nên phổ biến và rộng rãi hơn. Trò chơi cho phép người chơi tự mình trở thành avatar của LRIG. Định dạng phổ biến nhất trong trò chơi là ""Diva Chiến"", cho phép ba người chơi lập thành một nhóm để cạnh tranh với các nhóm khác. Một số nhóm theo chủ đề idol, trong khi các nhóm khác theo chủ đề DJ và ban nhạc.",0.87,12 tập,18767,Phim đang chiếu,"['Game', 'Fantasy', 'Music']",Matsune Masato,Nhật Bản,14,HD,PG-13 - Teens 13 tuổi trở lên,J.C.Staff,Mùa Đông,2021,Anime bộ
7 Seeds 2nd Season,Mùa 2 của 7 Seeds.,0.63,12 tập,59856,Trọn bộ,"['Shoujo', 'Sci-Fi', 'Romance', 'Psychological', 'Drama', 'Adventure', 'Mystery']",Takahashi Yukio,Nhật Bản,51,HD,R+ - Dành cho 16 tuổi trở lên,"Gonzo, Studio Kai",Mùa Hạ,2020,Anime bộ
Ultraman Season 2,Mùa 2 của Ultraman.,0.87,06 tập,77876,Trọn bộ,"['Seinen', 'Sci-Fi', 'Super Power', 'Action']",Kamiyama Kenji,Nhật Bản,84,HD,PG-13 - Teens 13 tuổi trở lên,"Production I.G, Sola Digital Arts",Mùa Xuân,2022,Anime bộ
Mahoutsukai Precure!,"Mirai là một cô gái mười ba tuổi, người chuẩn bị nhập học năm thứ hai trong trường học của cô ấy. Cô là một cô gái khá kì lạ, dễ thương, vui tính, luôn tràn đầy năng lượng và là người quan tâm đến nhiều thứ. Bây giờ, khi đã có thể biến hình thành một Pretty Cure, Mirai được trao cơ hội để tham gia một ""trường học phép thuật"". Mục tiêu của cô là học hỏi sự kì diệu mà cô yêu thích và thường nhận được sự ngưỡng mộ của Riko. Mirai sau khi biến hình trở thành một phù thủy huyền thoại, Cure Miracle, người có màu sắc chủ đề là hồng.",0.88,50 tập,213463,Trọn bộ,"['Shoujo', 'School', 'Slice of Life', 'Fantasy', 'Magic', 'Action']",Naitou Keisuke,Nhật Bản,204,HD,G - Mọi lứa tuổi,Toei Animation,Mùa Đông,2016,Anime bộ
Tinh Thần Biến Phần 4,Phần 4 tiếp nối diễn biến của phần trước,0.92,16 tập,544090,Trọn bộ,['Cartoon'],Đang cập nhật,Trung Quốc,715,HD,Đang cập nhật,Đang cập nhật,,,Anime bộ
HeatGuy J,"Tại thành phố Judoh, Claire Leonelli được thừa kế quyền lãnh đạo nhóm Mafia ""Vampire"" sau cái chết của cha mình. Để giữ cho Claire và các hoạt động tội phạm khác trong tầm kiểm soát, Cục An toàn Đô thị của thành phố có đặc nhiệm Daisuke Aurora của Bộ phận Dịch vụ Đặc biệt và siêu android có mật danh ""J"" (danh tính của người này dường như được giữ bí mật, vì android bị cấm trong thành phố). Với sự có mặt của cả hai người, tội phạm giờ đây có rất ít chỗ để thở trong Judoh.",1,25 tập,33840,Trọn bộ,"['Sci-Fi', 'Police', 'Adventure', 'Mecha', 'Action']",Akane Kazuki,Nhật Bản,23,HQ,PG-13 - Teens 13 tuổi trở lên,Satelight,Mùa Thu,2002,Anime bộ
Shaman King (2021),"Pháp sư là những cá nhân phi thường với khả năng giao tiếp với ma, linh hồn và thần linh, những thứ vô hình đối với người bình thường. Shaman Fight — một giải đấu danh giá để các pháp sư từ khắp nơi trên thế giới đấu với nhau — được tổ chức mỗi năm trăm năm, nơi người chiến thắng được trao vương miện Shaman King. Danh hiệu này cho phép người đương nhiệm kêu gọi Thần Vĩ đại và định hình thế giới khi họ thấy phù hợp.Thấy mình đi học muộn vào một đêm nọ, Manta Oyamada, một học sinh trung học bình thường, quyết định đi đường tắt qua nghĩa trang địa phương. Để ý thấy anh ta, một cậu bé đơn độc ngồi trên bia mộ mời Manta hẹn hò với ""họ"". Nhận ra rằng ""họ"" ám chỉ cậu bé và những người bạn ma quái của cậu, Manta chạy trốn khỏi nỗi kinh hoàng. Sau đó, cậu bé tự giới thiệu mình là You Asakura, một Pháp sư đang được đào tạo, và thể hiện sức mạnh của mình bằng cách hợp tác với hồn ma của samurai sáu trăm tuổi Amidamaru để cứu Manta khỏi một nhóm côn đồ. Bạn kết bạn với Manta do khả năng nhìn thấy các linh hồn của anh ấy, và với sự giúp đỡ của Amidamaru, họ bắt đầu thực hiện mục tiêu của Bạn là trở thành Vua pháp sư tiếp theo.",0.94,52 tập,1112073,Trọn bộ,"['Shounen', 'Supernatural', 'Super Power', 'Comedy', 'Adventure', 'Action']",Furuta Jouji,Nhật Bản,1179,HD,PG-13 - Teens 13 tuổi trở lên,Bridge,Mùa Xuân,2021,Anime bộ
